ヒャク
ゴ
スウ
ゴ
ハチ
ヒャク
チョウ
キュウ
ナナ
サン
ゼロ
レイ
マン
レイ
ヨン
ナナ
ニ
ヨン
イチ
ヨ
ハン
ゼロ
ロク
ヒト
レイ
ナン
イク
ジュウ
ロク
イク
ハチ
サン
ニ
レイ
セン
イチ
オク
キュウ
